Bathrooms,Bedrooms,Beds,Accommodates,Guests,MinNights,MaxNights,ExtraPeople,HostListings,ResponseRate,Deposit,CleaningFee,FeeMissing,Price
2,1,1,2,1,2,9,0,1,0.98,90,10.2,1,35
1,1,1,2,2,1.3,30,50,4,1,180,55,0,205.3863014
2,2,3,4,1,2.6,1124,0,1,1,0,53,0,144.9945205
1,1,1,2,1,2,33,0,4,1,80,15,0,51.52328767
1,2,2,4,4,2.6,1124,0,1,1,0,53,0,120.4082192
1,1,2,2,1,2,1125,25,5,1,0,10,0,65.04657534
1,1,1,2,1,3,90,10,1,0.67,80,35,0,32.85479452
1,1,1,2,1,3,10,0,1,1,100,23,0,63.45753425
1,2,3,6,4,2.3,1125,30,1,1,300,80,0,184.5287671
1,1,1,1,1,2,1125,25,5,1,0,10,0,44.1260274
1,1,1,2,1,1,1125,29,1,0.92,34,8,0,200
1,1,1,2,1,1,1125,25,5,1,0,10,0,44.22739726
1,1,2,4,1,1.3,1124,0,6,0.94,170,29,1,59.1369863
1,1,1,2,1,1,30,0,2,1,0,10,0,42.58082192
1,1,1,2,1,3,1125,10,4,1,0,30,0,48.44931507
2,2,3,4,1,3,7,0,2,1,100,34,1,183.9260274
1,2,2,4,3,2,1125,0,3,1,0,15,0,139.4931507
1,2,2,4,2,1,60,55,1,0.56,100,5,0,46
1,1,1,2,1,2,14,15,2,0.98,0,10,0,42.68493151
1,1,2,2,1,5,1125,10,1,1,0,0,0,36.54794521
2,3,3,6,1,1.2,30,0,2,1,200,75,0,299.4575342
1,1,1,2,1,2.1,30,0,1,1,100,30,0,83.97260274
3,4,4,8,1,1.5,365,0,2,1,0,0,0,204.2328767
1,2,4,7,1,1,89,5,2,1,90,12,0,97.00273973
1,1,1,2,1,3,7,0,1,1,0,0,0,62.45205479
1,2,2,4,1,1,1125,0,2,0.988,150,20,0,80.5890411
1.5,3,5,7,5,2,28,15,1,1,100,89,0,100.8657534
1,2,3,5,4,2,29,15,2,1,79,25,0,118.5013699
1,2,2,4,1,1.2,1125,0,2,1,250,60,0,123.030137
1,4,5,10,6,2,1125,10,16,0.99,0,4,0,218.3205479
1,2,2,4,1,3,30,0,1,1,40,39,1,86.67123288
1,2,2,4,1,2,7,0,1,1,96.2,8,0,54.42465753
1,1,1,4,1,2,1125,0,1,0.978,115,21,1,71.75616438
1,1,1,4,4,2,1125,40,7,1,0,35,0,90
1,2,2,5,2,1.1,365,10,5,0.5,250,50,0,140.6054795
1,1,1,1,1,1,1125,0,1,0.6,62,4.8,1,15
1,2,2,4,1,3.5,110,0,3,1,0,35,0,102.7643836
1,1,2,2,1,2,90,15,3,1,100,10,0,56.60821918
1,1,2,4,2,2,1125,15,1,1,85,55,0,80.59726027
1,2,4,6,4,2.1,1125,5,1,1,77,0,0,197.3150685
1,1,1,2,1,1,1125,20,1,0.88,35.8,6,1,27.6739726
1.5,3,3,6,4,2,30,15,1,0.9,85,74,0,153.3315068
1,1,2,2,1,3,99,6,9,1,80,0,0,100
1,1,1,1,1,2,14,0,2,1,126,7,1,26
1,3,3,6,4,2,1124,15,1,1,150,52,0,212.9863014
1,2,2,4,4,2.4,15,0,1,1,0,0,0,133.8493151
1,1,1,2,1,2,1125,0,1,1,44.4,7,0,50.24657534
1,2,2,4,1,2,1125,0,1,1,150,33,1,62.44383562
2,2,2,4,1,2,1125,0,1,0.78,85,58,0,105.6027397
1,1,1,2,1,2,1125,15,1,1,100,10,0,38.04109589
1,2,1,2,1,1,1125,10,2,1,33,5,0,28.59452055
1,1,1,2,1,2,60,25,3,1,100,10,0,50.41643836
1,1,1,2,1,2,4,10,1,0.988,0,20,0,64.2739726
1,2,2,4,4,2,1125,15,1,0.852,90,58,0,78.92054795
1,1,1,1,1,1,1125,0,1,1,67,6.8,1,30.81369863
1,1,2,3,2,2,1125,10,1,1,150,25,0,87.5890411
2.5,3,8,9,9,2.1,30,0,6,1,200,85,0,314.9726027
1,3,3,5,1,2.4,1125,0,2,0.97,80,75,0,82.84931507
1,1,2,3,2,2,1125,15,2,0.95,85,55,0,56.21369863
1,1,2,4,3,4,10,10,9,1,100,10,0,66.42465753
1,1,1,2,1,1,5,10,1,1,20,7.8,1,33.02465753
1,1,1,2,1,2,1125,8,2,1,0,0,0,31.84109589
2,1,2,4,10,3,150,0,1,1,0,0,0,87.88219178
2,2,2,4,1,2,1125,0,1,1,0,40,0,90.26027397
1,1,1,2,2,2.6,1124,0,1,1,0,29,0,101.5835616
1,1,1,2,1,2,1125,0,2,1,0,0,0,38.42465753
1,1,1,2,1,1,7,0,1,1,200,0,0,90.2630137
1,3,3,6,6,2,1125,0,90,1,200,0,0,153.6082192
1,2,3,5,4,2,29,15,2,1,150,25,0,109.1232877
1,2,3,4,1,2.1,30,0,1,1,110,25,1,175.3424658
1,1,1,2,1,1,1123,0,5,1,0,38,0,65.78630137
1,1,2,3,2,1,7,25,2,1,100,10,0,55.7890411
1,1,1,2,1,3.8,1125,0,1,1,200,52,0,106.5808219
1,1,2,3,1,2,17,0,2,0.94,0,15,0,68
1.5,1,1,2,1,2,7,0,2,0.9,0,15,0,47.52876712
1,2,5,6,4,2,1125,15,2,1,85,78,0,125.8958904
1,1,2,4,2,2,30,15,5,1,98,24,1,72.57260274
1,1,1,2,1,2,65,0,1,1,40,11.8,1,61.39726027
2,3,3,6,6,2,1125,0,1,0.896,100,79,0,46.78356164
1,1,1,2,1,2,1125,0,1,1,0,10,0,50.00547945
1,2,2,4,1,4,11,0,4,1,0,20,0,57.49589041
1,3,3,6,4,3,30,15,3,1,0,0,0,98.53424658
1,1,1,1,1,2,62,0,3,0.934,0,5,0,23.1260274
1,2,4,4,2,4,120,15,28,1,100,0,0,104.9013699
1,1,1,2,1,7,23,0,2,0.6,0,25,0,40
1,1,1,2,1,2,1125,0,1,0.84,96.2,19,1,28
1,1,1,2,1,1,31,0,1,0.91,75,0,0,54.68493151
2,3,3,6,1,2,1125,0,1,0.96,135,46.2,1,84.85479452
1,1,1,1,1,1,2,0,1,0.784,125.8,13.8,1,100
2,3,4,6,4,2,1124,25,1,1,0,50,0,220.8657534
1,1,1,2,1,3,14,0,1,0.818,150,15,0,39.00821918
1,1,1,2,1,1,1125,0,2,1,40,13,1,64.54794521
2.5,4,4,8,1,3,1125,0,1,0.8,300,50,0,261.6465753
1,1,1,2,1,2,1125,0,1,0.84,96.2,19,1,25
1,1,2,4,1,3.8,365,5,3,1,100,50,0,99.67123288
1,2,2,4,1,1,1125,10,1,1,77,15,0,60.50410959
1,0,1,1,1,3,1125,0,1,0.8,80,17.6,1,45
1,1,1,4,2,2.3,1125,15,5,1,0,40,0,77.5369863
1,2,2,4,2,2,30,26,1,1,0,17,0,54.32328767
1,1,1,2,1,1,1125,0,1,0.872,46,14,1,34.03561644
1,2,2,4,4,2,1125,15,1,1,85,58,0,60.97534247
1,2,2,6,1,2,1125,0,2,0.94,0,20,0,94.67945205
1,1,1,1,1,1,1125,0,3,1,130,8,1,23
2,2,2,6,1,2,1125,0,1,1,0,35,0,130.8712329
1,1,1,2,1,2.7,1125,0,2,1,200,50,0,68
1,1,1,2,1,2,8,0,1,1,33.2,10,0,46.2739726
1,1,2,2,1,3,30,0,1,1,0,25,0,113.3726027
1,1,1,2,1,1,31,0,1,0.89,81,13.2,1,16
1,2,4,6,4,2,31,10,1,1,200,35,0,158.2821918
1,2,2,4,4,2,1125,0,1,1,100,45,0,140.0219178
2,2,2,4,4,2.6,1124,0,2,1,0,50,0,136.4
1,2,3,4,4,2,250,0,1,1,0,55,0,109.2684932
1,1,2,4,2,1,60,15,6,0.99,0,30,0,74.08767123
2,3,3,6,4,1,30,15,1,1,0,73,0,108.1068493
1,1,2,4,2,2,1125,50,1,0.844,0,60,0,94.08219178
1,2,2,5,1,2,14,0,1,1,60,22,1,96.59726027
1,1,2,3,2,2.3,1125,10,7,1,90,0,0,64.27671233
1,1,1,2,2,3,1125,0,1,1,100,15.4,1,130.1972603
1,1,1,2,1,1,14,0,1,1,36,8,1,46.23561644
1,1,2,4,1,6,30,0,1,1,0,10,0,60
2.5,2,3,6,4,2,1125,15,1,1,80,63,0,109.0328767
2,2,3,4,4,4,30,0,1,0.866,250,75,0,293.2986301
1,1,1,2,1,2,1125,0,2,1,80,12,1,39.65205479
1,1,1,2,1,4,21,0,1,0.956,200,70,0,80
1,1,2,2,1,1,7,24,1,1,0,0,0,47
1,1,2,4,2,2,21,15,1,1,85,55,0,98.45479452
1,1,1,2,2,2,1125,15,1,1,80,50,0,66.37260274
1,3,6,8,5,2,28,10,1,1,125,25,0,113.2520548
1,2,2,4,2,1,1125,6,3,1,0,17,0,74.25753425
1,1,1,2,1,1,1125,10,1,1,0,10,0,61.12054795
1,1,2,3,2,1.3,60,20,2,1,0,35,0,50.72328767
1,1,1,2,1,7,352,16,1,0.86,0,6,0,39
1,1,1,2,1,1,1125,0,1,0.872,46,14,1,50
1,1,2,4,1,2,30,0,2,1,0,18,0,62.60273973
1,1,1,2,2,2.1,1125,30,1,1,30,0,0,68.86027397
1,2,2,4,1,2.7,14,0,1,0.2,0,35,0,95.36986301
2,2,2,4,2,1,21,23,1,1,0,35,0,110.9424658
1,1,1,2,2,2.2,31,15,1,1,80,50,0,60.03013699
2,2,2,4,1,2,28,0,1,1,0,30,0,150.3863014
1,2,2,3,1,3,6,0,1,1,250,25,0,65.76712329
2,2,3,4,2,3.2,60,10,1,1,76,20,0,84.48767123
1.5,2,2,4,4,2,1125,15,1,0.96,85,58,0,73.55616438
1,2,2,3,2,1.3,1125,20,1,1,100,45,0,72.25205479
1,2,3,3,1,2,1125,25,5,1,0,10,0,46.93972603
1,2,2,4,2,2,45,20,2,1,300,30,0,75.90958904
1,2,2,6,1,2,1125,0,1,1,120,30,0,121.9726027
1,1,1,3,2,5,28,15,1,1,250,0,0,59.83013699
1,1,2,4,1,1.8,1125,0,1,1,60,35,0,50.48219178
1,1,1,2,1,1.3,30,5,1,1,55.6,5.6,1,30.57808219
1,1,1,2,1,1.9,30,0,1,1,0,30,0,81.35068493
1,2,2,4,1,1.2,1125,0,22,1,0,9.8,1,99.92054795
2,3,6,6,4,2.4,31,25,1,1,100,80,0,110.3671233
1,2,2,4,1,2,14,30,1,0.9,0,0,0,150
1,2,3,4,2,3.2,30,5,2,1,0,25,0,82.49315068
1,2,3,4,2,2,1125,20,1,1,200,35,0,140.4630137
1,1,1,2,2,2,21,50,1,1,0,10,0,51.28767123
1,1,1,2,1,1,1125,0,2,1,40,13,1,54.01369863
1,1,2,3,1,2,30,0,1,1,0,20,0,64.82191781
2,2,3,4,1,3,31,0,2,1,0,45,0,227.6849315
1,1,2,3,2,1,30,15,1,1,0,40,0,67.23835616
1,3,1,1,1,3,41,0,2,1,144,16,1,49.97808219
3.5,4,5,9,1,2,14,0,1,1,400,50,0,157.4164384
1,1,1,2,1,2,5,0,1,1,0,5,0,100
1,1,1,2,1,3,10,0,6,0.95,150,35,0,85.00821918
1,2,2,3,2,2,1124,0,1,1,80,25,0,87.06849315
1,2,3,5,2,4,10,19,2,1,0,38,0,74.26027397
1,1,1,2,1,2,1125,0,2,1,80,12,1,44.2739726
1,1,2,4,1,1,30,11,2,1,100,40.4,1,60.62191781
1,2,3,4,2,2,31,0,1,1,100,30,0,106.1506849
1,1,2,4,2,2,21,10,2,1,120,45,0,62.09589041
1,2,3,5,1,3,1125,0,1,0.95,150,39,0,50
2,3,3,6,6,2.6,1120,0,2,1,0,73,0,110.5890411
1,1,2,2,1,2,10,10,1,0.9,200,6,0,34.24931507
1,2,2,4,1,5,90,0,27,1,200,30,0,120
1,1,2,4,2,2,21,10,2,1,100,0,0,69.89041096
1,1,2,4,1,1.9,1125,0,1,1,60,35,0,49.8630137
1,1,1,2,2,3,1125,15,2,0.93,85,50,0,66.90684932
1,1,1,4,1,3,28,0,2,1,90,32,1,78.43835616
1,1,1,4,1,2,7,0,2,1,0,0,0,85.49315068
1,1,2,2,1,2,7,5,2,1,83,15,0,11.65205479
1,3,4,7,4,2,1125,15,1,0.976,85,84,0,50
1,1,1,2,2,2.1,7,0,1,1,120,18,0,48.78082192
1,1,2,4,1,2,30,0,1,1,200,50,0,99
1,2,3,6,2,3.4,60,5,3,1,0,0,0,114.3561644
1.5,4,5,8,1,1.3,1125,0,1,1,100,100,0,266.2438356
1,1,1,1,1,1,1125,0,1,1,0,8,0,33.10410959
1.5,3,3,6,4,3,1125,15,1,0.94,85,63,0,84.04657534
2,3,6,8,8,1,30,20,2,1,150,30,0,104.6986301
1,1,1,2,1,1,4,0,1,0.966,0,0,0,77.84931507
2,2,3,4,1,5.5,1125,0,1,1,200,62,0,150
2,2,3,4,1,3.1,28,0,29,1,200,0,0,193.9780822
1,2,3,5,4,2.6,1124,20,1,1,0,53,0,120.6328767
1,2,2,5,1,2,1125,0,1,1,290,20,0,72.24383562
1,0,1,2,1,2.1,1125,0,1,1,0,37,0,70.0739726
1.5,1,1,2,1,1,1125,0,1,0.924,222,15.4,1,33
1,1,1,2,1,4,12,5,1,1,0,0,0,28.56438356
1,1,1,2,1,2,1125,0,1,0.84,96.2,19,1,106.9232877
1,2,2,6,2,1,30,10,1,1,100,55,0,98.36438356
1.5,0,1,2,1,1.3,7,0,1,1,201,10,1,40
1,1,2,4,1,2.3,1125,15,1,1,36,35,0,62.62739726
1,1,1,2,2,2.2,56.4,0,3,1,100,60,0,124.2575342
1,2,2,4,2,1,30,10,1,1,100,55,0,68.62465753
1.5,1,1,2,1,2.3,14,0,1,0.88,86,15,0,126.1342466
1,1,1,2,2,2,1125,15,1,0.8,80,50,0,94.30136986
1,1,1,2,1,4,1125,0,1,0.976,200,50,0,75
1.5,2,2,4,1,2,1125,0,1,0.976,50,20,0,55
2,3,3,6,1,2,1125,0,1,0.9,150,65,0,195
1,1,1,1,1,1,180,0,1,0.978,180,33,1,18
1,1,1,4,2,3,1125,10,1,0.88,100,25,0,58.27945205
1,1,1,2,1,2,1125,10,2,1,0,15,0,85.50684932
2,1,1,1,1,1,1125,15,1,1,0,10,0,31.02739726
1,4,4,4,1,2,21,0,2,0.9,30,45.2,1,102.0849315
1,1,2,4,2,1,30,10,1,1,100,44,0,70.00547945
1,1,1,2,1,1,1124,0,1,1,0,5,0,57.02465753
1,1,1,2,1,4.1,1125,0,1,0.976,200,50,0,60
2,3,3,6,1,3,1125,0,29,0.79,100,30,0,155.6986301
1,2,2,4,2,2.4,1125,20,3,0.98,0,30,0,139.9890411
1,1,1,2,1,3.3,90,0,1,1,200,0,0,121.9808219
1,1,1,2,1,2,1125,0,1,1,80,50,0,61.92876712
1,2,0,4,2,3.7,178,20,6,0.96,300,60,0,138.8027397
1,2,2,3,3,2,1125,15,1,1,80,58,0,60.23013699
2,3,4,6,6,2,16,0,1,1,180,80,0,290.3780822
2,2,2,4,4,2,30,0,2,1,0,10,0,78.63287671
1,1,1,2,1,2,20,8,2,1,0,0,0,31.88219178
1,1,1,4,2,1,1125,10,1,1,100,45,0,84.10136986
1,1,1,2,2,2,1124,15,1,1,80,50,0,49.96438356
1,1,1,2,1,1,30,0,7,0.99,0,11,0,44.28767123
1,1,1,2,1,2,1125,0,1,0.84,96.2,19,1,28
1,2,2,4,4,1,1125,10,1,0.94,0,35,0,127.2054795
1,2,2,4,1,2.1,31,0,1,1,0,45,0,80.20821918
1,2,2,4,1,5,15,0,1,0.908,82.6,35.8,1,160
2,2,2,6,4,3,1125,40,1,1,200,80,0,126.539726
1,1,1,2,1,2,14,0,2,1,0,0,0,50.47945205
2,2,3,5,4,3,28,10,7,1,60,32,1,121.4712329
1,1,1,2,1,1,30,0,7,0.99,0,11,0,41.74520548
1,1,1,2,1,4.9,1125,0,2,1,0,0,0,29.13150685
1,1,1,2,1,1,1125,0,2,1,0,0,0,81.20821918
1,1,2,4,2,3.3,1125,15,28,1,150,0,0,122.8739726
1,2,2,4,1,2,1125,0,1,1,100,35,0,130.0410959
1,1,1,2,1,1,1125,0,1,0.872,46,14,1,71.53972603
1,2,2,4,1,3,1125,0,1,1,150,35,0,84.41643836
1,1,1,2,2,3.3,100,0,1,1,0,25,0,71.11232877
1,1,1,2,1,1,7,0,2,1,120,9.4,1,40.45479452
1,1,2,4,2,3.3,90,10,3,1,0,0,0,81.8630137
1,1,1,2,1,1,1125,0,3,1,40,13.8,1,40
1.5,1,1,2,1,5,365,10,2,0.936,100,15,0,39.77534247
1,1,2,2,2,3,30,10,1,1,116,25,0,48.92054795
1,2,2,3,3,2.2,28,20,2,1,200,0,0,88.68493151
1,1,2,4,2,2,1125,5,1,1,0,25,0,85.57534247
1,1,1,2,2,2,1125,15,1,0.94,80,50,0,45
1,2,2,6,4,2,1125,15,1,1,80,63,0,69.35068493
1,2,3,4,1,2,24,15,1,1,80,40,0,83.0630137
1,1,2,2,3,3,10,0,1,1,0,0,0,56.77260274
1,2,3,5,1,2,5,0,2,1,100,20,0,214.9890411
1,2,4,5,1,2,1125,0,1,1,0,30,0,122.7068493
1,1,2,4,1,2,1124,5,9,1,0,35,0,121.2136986
1,2,3,6,4,2,1125,15,13,1,150,65,0,139.7945205
2,2,2,4,2,2.1,1125,10,4,1,0,20,0,60
2,2,2,4,1,2.3,30,15,1,1,100,30,0,65.69041096
1,1,1,2,2,1,60,0,3,1,0,15,0,19.58630137
1,2,2,6,4,2,28,20,1,1,250,35,0,101.6010929
1,0,1,2,2,2,14,10,1,1,100,15,0,53.11506849
1,1,2,2,1,3,1125,0,1,0.95,0,20,0,110
2,2,3,5,1,2,21,0,2,1,250,20,0,198.2246575
1,1,1,2,1,1,14,10,1,1,75,0,0,22.50958904
1,1,1,2,1,2,1125,0,1,0.84,77,55,0,58.74520548
1,2,2,4,2,2,60,15,1,0.5,300,45,0,104.0438356
2,2,2,4,2,1.9,100,10,1,1,250,35,0,67.5260274
1,1,1,2,1,2,1125,0,1,1,20,10,0,52.44109589
1,1,2,4,2,1,1124,25,3,1,150,25,0,97.35616438
2,2,2,4,4,2.5,30,0,1,1,250,50,0,139.8027397
1,1,1,2,1,2,9,0,1,1,116,15.8,1,32.75890411
1,1,1,2,1,1,31,15,1,0.978,0,10,0,43.83561644
2.5,3,3,6,1,2,1125,0,1,1,116,60,0,278.8821918
1,1,2,2,1,1,1125,0,2,1,52,15,1,40
1,1,1,2,1,1,1125,0,1,1,0,5,0,39.2739726
1,1,1,2,2,2.3,14,25,1,1,85,25,0,43.01917808
1,1,2,2,1,2,1125,0,1,0.922,0,20,0,73.2739726
1,1,1,2,1,1,1125,0,1,1,0,5,0,49.7260274
2,2,3,4,1,2,5,0,1,0.934,100,40,0,100.0794521
2,1,2,2,1,1.3,15,30,5,1,0,0,0,75.30410959
1,1,1,2,1,3,10,0,1,1,120,20,1,61.05479452
1,0,1,2,1,1,28,0,3,1,0,30,0,86.84383562
1,1,1,2,1,1.3,1125,0,1,0.972,97,12,0,25.22191781
1,0,1,1,1,1,7,0,1,0,95,8,1,41
2,2,2,4,1,1.7,1125,0,1,0.8,0,35,0,80.04383562
1,1,4,4,2,2,1125,25,1,1,190,25,0,149
1,3,3,6,4,2,14,20,2,1,120,50,0,125.9506849
1,1,2,2,1,2,31,0,2,1,0,10,0,55.04931507
1,2,3,5,4,1.9,29,20,2,1,150,40,0,151.3808219
1.5,1,1,2,1,1,1125,15,1,0.96,80,20,0,31.88493151
2,3,3,5,5,2.2,1125,0,90,1,200,0,0,172.8054795
1,2,2,4,1,1.3,28,5,3,1,0,40,0,58.15342466
2,1,1,2,1,2,1125,0,1,1,0,5,0,54.03287671
1,1,1,1,1,2,1125,0,2,1,150,20,0,53.99178082
1,1,2,3,1,3,1125,10,4,1,0,30,0,52.80821918
1,1,1,2,1,2,1125,10,1,1,0,0,0,25.18082192
1,1,2,2,1,2,31,0,2,1,56,24.8,1,120
1,2,2,4,1,3,21,0,1,1,250,35,0,199
1,1,1,1,1,1.6,1125,25,4,1,0,0,0,59.91780822
1,1,1,1,1,1,7,0,1,1,85,7.4,1,27.24931507
1,1,1,2,1,1,14,0,1,1,36,9.4,1,81.79726027
1,1,1,2,1,1,1125,0,1,0.872,46,14,1,41.04657534
1,1,1,2,2,3,14,15,1,0.98,100,50,0,159.3726027
1,2,2,4,1,2.6,1124,0,1,1,0,49,0,131.9013699
1,3,3,6,6,2,1125,15,5,0.93,85,74,0,90.52054795
1,3,3,6,6,2,1125,15,5,0.93,85,74,0,108.9342466
1,1,2,4,2,2.6,1124,15,135,0.96,0,32,0,98.73424658
2.5,2,3,4,1,1.5,31,0,1,0.9,0,53,0,126.8136986
1,1,1,2,1,2,1125,0,2,1,80,12,1,40.47945205
1,1,1,2,1,4,4,0,1,1,20,4.2,1,100
1,1,1,2,1,3,10,0,2,1,0,0,0,69.94520548
1,1,2,4,2,2.6,1124,20,7,1,0,32,0,115.0493151
2,2,3,4,2,3,30,20,1,1,200,45,0,181.8493151
1,1,1,3,1,2,1124,0,1,0.828,106.2,26.2,1,80.33150685
1,2,4,6,2,2.2,28,12,1,1,0,30,0,116.5205479
1,1,2,4,2,1.9,1125,25,2,1,80,37,0,67.8739726
1,2,4,7,4,2,1125,15,1,1,80,73,0,75.8
1,2,2,4,2,3,1125,15,2,1,200,0,0,227.1972603
1,1,1,2,1,1,3,0,1,1,90,8,1,40.20547945
1,1,1,1,1,1,1125,0,4,1,0,0,0,31.39726027
1,0,1,2,1,3,28,0,29,1,0,0,0,105.6986301
1,1,1,1,1,2,1125,0,2,1,90,25,1,28.00821918
1,2,3,6,4,2,1125,15,1,0.91,85,63,0,109.7780822
2,2,2,4,1,2,1125,0,1,0.78,150,0,0,100
1,1,2,2,1,1,1125,15,3,1,140,10,0,49.29863014
1,1,1,2,1,1,7,0,1,1,0,10,0,26.57534247
3,4,4,8,1,2,1125,0,1,1,250,75,0,214.1890411
1,1,1,2,1,1,1125,0,2,1,40,13,1,35
1,1,1,2,1,3,4,0,1,1,20,6.2,1,100
1.5,2,2,4,1,7,14,0,1,1,150,4,1,114.4876712
1,1,1,2,1,2.5,29.4,0,1,1,100,20,0,79.85205479
1,1,1,2,1,1,1125,0,1,0.872,46,14,1,90
1,1,1,1,1,2,30,0,1,1,0,6,0,23.76712329
2,3,3,6,1,1.3,30,0,1,1,125,69,0,220.5726027
3,3,3,6,6,2,1125,15,1,0.896,90,74,0,100
1,1,1,1,1,2,30,0,74,0.9,150,25,0,39.2630137
1,1,2,2,1,2,28,0,74,0.9,0,0,0,33
1,2,3,4,2,1.4,1125,5,2,1,100,35,0,105.909589
1,1,5,5,1,2,30,10,1,1,0,0,0,85.36986301
1,1,1,1,1,1,1125,20,4,1,0,0,0,38.57534247
1,1,1,2,2,2,1125,15,1,0.94,80,50,0,151.4438356
1,1,2,3,2,1,1125,10,2,0.87,0,0,0,40.05753425
1,1,1,1,1,1,14,0,2,0.9,52,3.8,1,38.90684932
1,1,1,2,1,2,31,0,1,1,150,0,0,36.01643836
1,4,4,8,1,2,28,0,1,1,100,90,0,226.3287671
1,1,1,2,1,1,1125,0,1,1,32,18,1,38.29315068
1,1,1,1,1,2.2,3,10,4,0.83,0,0,0,30.6630137
1,1,2,4,1,3,30,0,1,0.8,0,0,0,120.0630137
2,2,2,6,4,3.2,30,15,9,0.93,200,25,0,166.4931507
1.5,1,1,1,1,1,5,0,1,1,15,8.6,1,43.40547945
1,1,2,4,1,3,1125,0,2,1,146,20,0,89.98630137
1,2,3,6,4,2,1125,15,2,1,100,42,0,98.38356164
1,1,1,2,1,2,30,0,74,0.9,150,15,0,43.57534247
2,3,3,6,1,2,90,0,1,0.8,0,65,0,100
1,2,3,6,4,2.6,1120,25,1,1,300,40,0,94.21917808
1,1,1,2,1,1,1125,0,1,1,32,18,1,45
2,3,3,6,1,2.2,1125,0,1,1,200,75,0,174.0657534
1,1,1,2,1,1,7,5,1,1,30,5,0,33.40547945
2,2,3,4,4,1.3,40,15,1,1,0,53,0,137.8931507
1,1,2,4,2,1,1125,15,1,1,100,40,0,110.5753425
2,2,3,4,1,4.3,1125,0,1,1,200,75,0,103.3369863
1,1,1,2,1,2,10,0,1,0.98,70,8.6,1,51.15342466
1,1,1,4,2,3.1,1125,15,12,1,250,60,0,117.3972603
1,1,2,4,1,2,1125,0,1,0.6,200,59,0,60
2,2,2,4,1,3,1124,0,8,1,250,50,0,124.5041096
1,3,3,5,1,2,30,0,2,1,0,0,0,188
1,1,2,4,2,2,14,5,1,1,0,40,0,124.1643836
1,0,2,2,1,1,1125,0,1,0.88,102,12.6,1,45.39452055
1,1,1,2,1,4,10,15,1,0.934,195,21,0,37.20821918
1,2,3,6,2,2,1125,0,1,0.9,85,63,0,62.16712329
1,3,5,8,6,1.3,31,10,1,1,77,75,0,127.9945205
1,2,2,3,3,2,1125,80,1,1,100,20,0,89
1,1,2,3,2,1.9,1125,15,1,1,200,20,0,74.66027397
1,1,3,3,1,1,1125,0,1,0.4,50,15,0,61.71232877
1,1,1,2,1,2.7,1125,0,2,0.88,89.8,18,1,75
1,2,2,4,1,5,1125,0,29,0.79,100,45,0,112.5205479
1,2,4,4,1,5,1125,0,1,1,0,30,0,87.65753425
1,2,4,6,1,2.1,1125,0,2,1,150,86,0,182.3835616
1.5,2,2,4,1,2,1125,25,1,1,190,69,0,117.9479452
1,1,1,2,1,2,1125,10,2,1,100,10,0,42.24657534
1,2,3,4,1,2,1125,0,7,1,195.2,30.4,1,116.1726027
1,1,1,2,1,1,1125,0,1,1,0,9,0,43.32328767
1,1,2,2,1,2,7,0,2,1,75,5,0,32.56712329
1,1,2,4,1,2.7,365,10,1,1,150,37,0,56.6109589
1,1,1,2,1,2,1125,0,1,1,0,30,0,55.56986301
2,1,1,2,1,2,1125,0,1,0.958,200,50,0,60
1,1,1,2,1,2,14,5,1,1,0,0,0,23.89315068
1,1,1,2,2,2,1125,15,1,1,150,50,0,46.28767123
2,2,6,7,1,1,90,0,15,1,0,0,0,159.4520548
1,2,2,4,2,4.5,1124,0,1,1,250,70,0,132.1753425
1,1,1,2,1,1,4,11,1,1,0,4,0,21.1260274
1,2,3,6,4,2,28,10,3,1,250,65,0,136.9150685
1,1,1,2,1,5,10,10,1,1,0,0,0,25.27123288
1,0,2,2,1,1,1125,10,2,0.87,40,12.8,1,42.56986301
1,1,1,2,1,2,1125,0,1,1,0,10,0,65.09589041
1,1,1,2,1,1,30,0,7,0.99,0,11,0,39.04931507
1,1,1,2,1,2,7,0,1,0.88,78,14,1,55.30684932
1,1,1,2,1,2,12,0,1,0.8,90,12,1,44.76438356
1,0,1,1,1,5,99,5,9,1,100,0,0,15
1,2,2,4,2,2,1125,0,4,1,150,50,0,97.7260274
1,1,1,2,1,1.3,5,0,10,0.9,80,0,0,71.50684932
1,1,4,4,4,1.3,5,15,10,0.9,80,0,0,111.6986301
1,1,2,2,1,1.3,5,0,10,0.9,80,0,0,86.97534247
1,1,6,8,6,1.3,5,15,10,0.9,100,0,0,149.0136986
3,5,7,8,6,3,30,15,1,0.9,200,75,0,201
1,1,2,3,2,1.3,5,10,10,0.9,80,0,0,99.13972603
1,1,3,4,1,1.3,5,0,10,0.9,80,0,0,101.3424658
1,1,2,3,1,1.3,5,0,10,0.9,80,0,0,98.87671233
1,1,1,2,2,1,1125,8,1,1,0,6,0,38.63561644
1,1,1,2,1,1.3,5,0,10,0.9,80,0,0,72.6739726
1,2,1,1,1,5,93,10,9,1,100,0,0,26.69863014
1,1,2,4,1,2,20,0,2,0.9,95.8,27,1,98.11506849
1,1,1,1,1,3,365,5,9,1,100,0,0,100
1,1,2,2,1,1,14,5,7,1,0,0,0,29.74246575
1,1,1,2,2,2,15,0,2,1,0,0,0,37
1,3,4,5,1,1.4,1125,0,1,1,100,60,0,111.2794521
1,1,2,2,1,1,1125,0,1,1,0,10,0,55.81917808
